roi,band,contrast,Hilbert,IRASA,Residual
VmPFC,beta2,WS->TS,-1.344471764929947,-0.9093725814259941,-0.6926713360338301
VmPFC,beta3,ESS1->LSS1,-0.6815736977721303,-0.6151347758658072,-0.5280267425850126
VmPFC,beta3,TS->ESS1,-1.0405515349993855,-0.9433041213251238,0.2391816591459615
VmPFC,beta3,WS->ESS1,-1.2105038806791077,-1.1369468907776872,0.15189941901172702
VmPFC,beta3,WS->LSS1,-1.8575807932652024,-1.43791910380099,-0.10830823748690929
VmPFC,beta3,WS->TS,-0.4041274694120927,-0.4277086672514373,0.009533999807432655
VmPFC,delta,ESS1->LSS1,1.4823534390972624,0.7359827031025109,0.5283206572067449
VmPFC,delta,TS->ESS1,0.539822830639602,0.17705955388006314,0.821369920559178
VmPFC,delta,WS->ESS1,0.08146936649932413,0.0571431854740084,0.545599775617517
VmPFC,delta,WS->LSS1,1.1714467523570824,0.8035940447402855,0.8784109533941377
VmPFC,delta,WS->TS,-0.3338137886521235,-0.10649720428652965,-0.022165770428239476
VmPFC,theta,ESS1->LSS1,1.4274936449973423,0.7109507555972561,0.5846580935457477
VmPFC,theta,TS->ESS1,0.4720437972291846,0.09914937763365007,0.34109411953183294
VmPFC,theta,WS->ESS1,0.42535202779047504,0.10688258379270485,0.5511148780374033
VmPFC,theta,WS->LSS1,1.3564723601558446,0.7759938672260412,0.974436686433148
VmPFC,theta,WS->TS,0.14934601086535587,0.04376130612386992,0.3243329775174071
