roi,band,contrast,Hilbert,IRASA,Residual
SPG,alpha1,WS->TS,-1.2633265353079326,-0.9629992081984156,-0.8220708590698105
SPG,alpha2,ESS1->LSS1,0.172640503486584,0.2135071876957306,-0.19604951180083136
SPG,alpha2,TS->ESS1,-1.484995452647218,-1.1439002692955684,-1.4722982707439716
SPG,alpha2,WS->ESS1,-1.80611604896072,-1.447744977361343,-1.5488948921111556
SPG,alpha2,WS->LSS1,-1.6668566165718572,-1.3474342552315501,-1.5269092808367173
SPG,alpha2,WS->TS,-0.6664969360503596,-0.6943102228136115,-0.4811411047074144
SPG,beta1,ESS1->LSS1,0.4618411355570808,0.2718068569572755,0.41680240757309905
SPG,beta1,TS->ESS1,-0.6048960950428106,-0.25632373838328604,0.12795468076018832
SPG,beta1,WS->ESS1,-1.046422609368986,-0.8227143974474034,-0.45519324670091305
SPG,beta1,WS->LSS1,-0.5195453514099861,-0.5531200987804096,-0.08676992346151224
SPG,beta1,WS->TS,-0.794807483923996,-0.7501029190475609,-0.6248131835847291
SPG,beta2,ESS1->LSS1,-0.28822130257756234,-0.18278644955788453,-0.052901211159756864
SPG,beta2,TS->ESS1,-1.1797102511085231,-1.0480474987101291,-0.5152701940257104
SPG,beta2,WS->ESS1,-1.538256762302079,-1.2597255180787004,-0.8609383235299846
SPG,beta2,WS->LSS1,-1.8469664561115995,-1.4619091744746886,-0.8216156683228413
SPG,beta2,WS->TS,-0.9942498001232175,-0.4834759571465018,-0.5339467206647924
SPG,beta3,ESS1->LSS1,-0.7090141408118721,-0.6129048685264561,-0.3713938266814894
SPG,beta3,TS->ESS1,-0.5053850658372876,-0.4503651716549072,0.5003726674784073
SPG,beta3,WS->ESS1,-0.5582194999882065,-0.519072812009125,0.6252809015297
SPG,beta3,WS->LSS1,-1.3172014903265679,-1.0195273153820672,0.3005255774567718
SPG,beta3,WS->TS,-0.19461572370641253,-0.13817365667891193,0.20357890580181454
SPG,delta,ESS1->LSS1,1.5768429198522778,0.9386187931937439,0.437217148100492
SPG,delta,TS->ESS1,0.7197265222282258,0.13078839049936672,0.9813382023775482
SPG,delta,WS->ESS1,0.13636558022053488,0.024927700462710884,0.7147739685047906
SPG,delta,WS->LSS1,1.4181088513806104,1.1401117784696244,0.9601754826901638
SPG,delta,WS->TS,-0.3703701477586634,-0.10456550852881093,0.044628595119022965
SPG,theta,ESS1->LSS1,1.4844796196707835,0.8372046177726921,0.5130040532655843
SPG,theta,TS->ESS1,0.5126176374224115,0.07518557811720189,0.27653213186782755
SPG,theta,WS->ESS1,0.44299780229472047,0.1309408685307844,0.42518729927835897
SPG,theta,WS->LSS1,1.4839119181792282,0.8668996821458058,0.7869784687901547
SPG,theta,WS->TS,0.15100830114624883,0.10020854833509933,0.2125231358003228
VmPFC,alpha1,ESS1->LSS1,-0.010247659948204464,-0.17374403647419973,-0.6505141165294208
VmPFC,alpha1,TS->ESS1,-1.8707762389360734,-1.5285865657342952,-2.071261417374089
VmPFC,alpha1,WS->ESS1,-2.528737529809256,-2.038140183987379,-2.736531118706821
VmPFC,alpha1,WS->LSS1,-2.3906127475262027,-2.0882044353576323,-2.9644197865611743
VmPFC,alpha1,WS->TS,-1.2972552017772563,-0.8660280254336638,-0.8884689748150885
VmPFC,alpha2,ESS1->LSS1,-0.059494264669533684,0.005559715253696424,-0.3163694620340041
VmPFC,alpha2,TS->ESS1,-1.992076098316467,-1.3878529269188498,-1.9183987786534076
VmPFC,alpha2,WS->ESS1,-2.085842783816355,-1.6970160887225123,-1.9454689764810882
VmPFC,alpha2,WS->LSS1,-2.112834680563818,-1.725708359150321,-1.82798524832226
VmPFC,alpha2,WS->TS,-0.7815392989411633,-0.5143954343206685,-0.34575990619624425
VmPFC,beta1,ESS1->LSS1,0.4158073429431862,0.2735399309490241,0.42675653858911794
VmPFC,beta1,TS->ESS1,-1.0670509379268298,-0.42926991944363485,-0.056404204704351896
VmPFC,beta1,WS->ESS1,-1.4748509584203757,-1.0906210850360543,-0.43544422384961107
VmPFC,beta1,WS->LSS1,-0.7632994024927996,-0.7941200800957845,-0.09412074390836907
VmPFC,beta1,WS->TS,-0.9423005824965449,-0.8475567276913232,-0.4603444275336754
VmPFC,beta2,ESS1->LSS1,-0.4462044001437019,-0.49684594174036584,-0.2669119541652488
VmPFC,beta2,TS->ESS1,-1.4785968180370037,-1.2267181681858181,-0.5987240323425655
VmPFC,beta2,WS->ESS1,-1.9962131785928592,-1.7065281139208883,-1.0907200163432147
VmPFC,beta2,WS->LSS1,-2.3772529715798747,-1.9044493403867724,-1.136817748776908
