roi,metric,contrast,contrast_label,n,dz,p,stars,mean_delta,ci95_lo,ci95_hi,band,metric_type
FC_midline,beta2_peak_height_log10,WS->TS,WS → TS,61,-0.6954479019554687,1.0672374310455107e-06,***,-0.09922329500385187,-0.13576415701397687,-0.06268243299372687,beta2,peak_height
FC_midline,beta2_peak_height_log10,TS->ESS1,TS → ESS1,61,-0.8163383250666384,2.8716579943112132e-08,***,-0.13364220626333093,-0.17557011440527986,-0.09171429812138199,beta2,peak_height
FC_midline,beta2_peak_height_log10,ESS1->LSS1,ESS1 → LSS1,61,-0.26276886334435706,0.04451162033600677,*,-0.023643730901311236,-0.04668847288327374,-0.0005989889193487273,beta2,peak_height
FC_midline,beta2_peak_height_log10,WS->ESS1,WS → ESS1,61,-1.3009221824073476,1.16573153816214e-14,***,-0.23286550126718278,-0.2787096147224315,-0.1870213878119341,beta2,peak_height
FC_midline,beta2_peak_height_log10,WS->LSS1,WS → LSS1,61,-1.4191601977792994,3.7617425435140446e-16,***,-0.25650923216849403,-0.30280073955870696,-0.2102177247782811,beta2,peak_height
FC_midline,beta3_peak_height_log10,WS->TS,WS → TS,61,0.14186609420557122,0.2722796360472573,ns,0.020747747724303066,-0.016708312200105872,0.058203807648712004,beta3,peak_height
FC_midline,beta3_peak_height_log10,TS->ESS1,TS → ESS1,61,-0.0009780515726905813,0.9939304993238228,ns,-0.00010737607812498472,-0.02822479984106722,0.02801004768481725,beta3,peak_height
FC_midline,beta3_peak_height_log10,ESS1->LSS1,ESS1 → LSS1,61,-0.5915818864214738,2.0785999955202203e-05,***,-0.050062820211313586,-0.07173637699328783,-0.028389263429339347,beta3,peak_height
FC_midline,beta3_peak_height_log10,WS->ESS1,WS → ESS1,61,0.1366225904478448,0.2902210733692498,ns,0.020640371646178095,-0.018051945765943996,0.059332689058300185,beta3,peak_height
FC_midline,beta3_peak_height_log10,WS->LSS1,WS → LSS1,61,-0.16027136539183928,0.21551565157431546,ns,-0.029422448565135505,-0.07643920014047693,0.017594303010205925,beta3,peak_height
FC_midline,delta_peak_height_log10,WS->TS,WS → TS,61,0.14819674422650223,0.2516741443490685,ns,0.022505250792654297,-0.016388062228755742,0.06139856381406433,delta,peak_height
FC_midline,delta_peak_height_log10,TS->ESS1,TS → ESS1,61,1.0977810191146187,5.175680788815172e-12,***,0.14422022142872454,0.11057369890617105,0.17786674395127802,delta,peak_height
FC_midline,delta_peak_height_log10,ESS1->LSS1,ESS1 → LSS1,61,0.7034259493626961,8.443204320214268e-07,***,0.12167072848707751,0.0773713668978995,0.16597009007625552,delta,peak_height
FC_midline,delta_peak_height_log10,WS->ESS1,WS → ESS1,61,0.9323024909827142,8.272404112143601e-10,***,0.16672547222137882,0.1209244832082339,0.21252646123452373,delta,peak_height
FC_midline,delta_peak_height_log10,WS->LSS1,WS → LSS1,61,1.321276404179295,6.411530920148052e-15,***,0.28839620070845634,0.2324944254290176,0.3442979759878951,delta,peak_height
FC_midline,log10_power_alpha1,WS->TS,WS → TS,61,-1.4227597387756328,3.3935886092714074e-16,***,-0.2792471690264932,-0.3295146308225029,-0.22897970723048355,alpha1,band_power
FC_midline,log10_power_alpha1,TS->ESS1,TS → ESS1,61,-1.9629624653641191,2.025233956341846e-22,***,-0.6109084119170529,-0.6906149330638375,-0.5312018907702684,alpha1,band_power
FC_midline,log10_power_alpha1,ESS1->LSS1,ESS1 → LSS1,61,0.052504043752647826,0.6832153750945437,ns,0.008996058986573775,-0.03488623128147845,0.052878349254626,alpha1,band_power
FC_midline,log10_power_alpha1,WS->ESS1,WS → ESS1,61,-2.585920428117323,1.903738627296903e-28,***,-0.8901555809435462,-0.9783173927266235,-0.8019937691604688,alpha1,band_power
FC_midline,log10_power_alpha1,WS->LSS1,WS → LSS1,61,-2.474413921169683,1.894814899093613e-27,***,-0.8811595219569724,-0.9723631118053576,-0.7899559321085873,alpha1,band_power
FC_midline,log10_power_alpha2,WS->TS,WS → TS,61,-0.7822698101717704,8.050701725867702e-08,***,-0.1834681840603661,-0.24353490674717082,-0.1234014613735614,alpha2,band_power
FC_midline,log10_power_alpha2,TS->ESS1,TS → ESS1,61,-2.17779713909595,1.2552022057361915e-24,***,-0.6838050519597825,-0.7642214518707863,-0.6033886520487787,alpha2,band_power
FC_midline,log10_power_alpha2,ESS1->LSS1,ESS1 → LSS1,61,-0.17913662183946882,0.16693095885755457,ns,-0.032934907035501566,-0.08002199212902866,0.01415217805802553,alpha2,band_power
FC_midline,log10_power_alpha2,WS->ESS1,WS → ESS1,61,-2.3565509488254,2.33691385797009e-26,***,-0.8672732360201486,-0.9615292034233317,-0.7730172686169655,alpha2,band_power
FC_midline,log10_power_alpha2,WS->LSS1,WS → LSS1,61,-2.4702972123768525,2.065559440726578e-27,***,-0.9002081430556502,-0.9935386174686932,-0.8068776686426072,alpha2,band_power
FC_midline,log10_power_beta1,WS->TS,WS → TS,61,-1.2341764116418017,8.431109464698326e-14,***,-0.14752914288760566,-0.17814386503234708,-0.11691442074286422,beta1,band_power
