roi,band,metric_type,contrast,contrast_label,n_full,full_dz,half_dz_mean,half_dz_sd,ci95_lo,ci95_hi,dir_agree_pct,reliable,n_valid_iters
L_DLPFC,beta2,peak_height,WS->ESS1,WS → ESS1,61,-1.2707,-1.2867,0.1838,-1.7139,-0.9821,100.0,True,1000
L_DLPFC,beta2,peak_height,WS->LSS1,WS → LSS1,61,-1.2643,-1.2709,0.1427,-1.5667,-1.0341,100.0,True,1000
L_DLPFC,beta3,band_power,WS->TS,WS → TS,61,-0.6525,-0.6575,0.1229,-0.9253,-0.4362,100.0,True,1000
L_DLPFC,beta3,band_power,TS->ESS1,TS → ESS1,61,-1.2057,-1.2729,0.2336,-1.7987,-0.9199,100.0,True,1000
L_DLPFC,beta3,band_power,ESS1->LSS1,ESS1 → LSS1,61,-0.6796,-0.6874,0.1497,-0.9828,-0.4359,100.0,True,1000
L_DLPFC,beta3,band_power,WS->ESS1,WS → ESS1,61,-1.4805,-1.4922,0.1619,-1.8402,-1.2128,100.0,True,1000
L_DLPFC,beta3,band_power,WS->LSS1,WS → LSS1,61,-2.0845,-2.1001,0.1916,-2.5039,-1.7788,100.0,True,1000
L_DLPFC,beta3,peak_height,WS->TS,WS → TS,61,0.1796,0.1819,0.1446,-0.0839,0.4721,90.4,True,1000
L_DLPFC,beta3,peak_height,TS->ESS1,TS → ESS1,61,-0.0962,-0.0998,0.1328,-0.3486,0.1685,77.8,False,1000
L_DLPFC,beta3,peak_height,ESS1->LSS1,ESS1 → LSS1,61,-0.4173,-0.4196,0.1414,-0.7062,-0.1771,99.9,True,1000
L_DLPFC,beta3,peak_height,WS->ESS1,WS → ESS1,61,0.1083,0.1216,0.148,-0.1228,0.4314,78.8,False,1000
L_DLPFC,beta3,peak_height,WS->LSS1,WS → LSS1,61,-0.1099,-0.103,0.13,-0.3344,0.1726,79.8,False,1000
L_STG,delta,band_power,WS->TS,WS → TS,61,-0.4181,-0.429,0.1241,-0.6579,-0.2008,99.9,True,1000
L_STG,delta,band_power,TS->ESS1,TS → ESS1,61,0.6256,0.6292,0.1386,0.3879,0.9091,100.0,True,1000
L_STG,delta,band_power,ESS1->LSS1,ESS1 → LSS1,61,1.6211,1.6384,0.1863,1.3308,2.0596,100.0,True,1000
L_STG,delta,band_power,WS->ESS1,WS → ESS1,61,0.0863,0.0988,0.1457,-0.148,0.4149,74.9,False,1000
L_STG,delta,band_power,WS->LSS1,WS → LSS1,61,1.2988,1.3275,0.2004,1.002,1.7965,100.0,True,1000
L_STG,delta,peak_height,WS->TS,WS → TS,61,0.1001,0.1009,0.1401,-0.165,0.3991,75.7,False,1000
L_STG,delta,peak_height,TS->ESS1,TS → ESS1,61,1.0401,1.0498,0.1652,0.7697,1.3934,100.0,True,1000
L_STG,delta,peak_height,ESS1->LSS1,ESS1 → LSS1,61,0.7019,0.7119,0.1246,0.4961,0.9779,100.0,True,1000
L_STG,delta,peak_height,WS->ESS1,WS → ESS1,61,0.8048,0.8253,0.1963,0.5005,1.2669,100.0,True,1000
L_STG,delta,peak_height,WS->LSS1,WS → LSS1,61,1.1918,1.2208,0.2139,0.8967,1.7466,100.0,True,1000
L_STG,theta,band_power,WS->TS,WS → TS,61,0.2353,0.2373,0.1321,-0.0169,0.4896,96.1,True,1000
L_STG,theta,band_power,TS->ESS1,TS → ESS1,61,0.6096,0.6179,0.1245,0.3984,0.8777,100.0,True,1000
L_STG,theta,band_power,ESS1->LSS1,ESS1 → LSS1,61,1.3925,1.4177,0.1834,1.1251,1.8485,100.0,True,1000
L_STG,theta,band_power,WS->ESS1,WS → ESS1,61,0.586,0.5937,0.1368,0.3352,0.8661,100.0,True,1000
L_STG,theta,band_power,WS->LSS1,WS → LSS1,61,1.5479,1.5703,0.1612,1.3025,1.9419,100.0,True,1000
L_STG,theta,peak_height,WS->TS,WS → TS,61,0.3574,0.3689,0.1339,0.1235,0.6368,99.9,True,1000
L_STG,theta,peak_height,TS->ESS1,TS → ESS1,61,0.4616,0.4684,0.1611,0.1947,0.8085,99.9,True,1000
L_STG,theta,peak_height,ESS1->LSS1,ESS1 → LSS1,61,0.4063,0.4189,0.1419,0.1651,0.7419,99.9,True,1000
L_STG,theta,peak_height,WS->ESS1,WS → ESS1,61,0.6735,0.6892,0.1687,0.4068,1.0342,100.0,True,1000
L_STG,theta,peak_height,WS->LSS1,WS → LSS1,61,0.9942,1.0157,0.1635,0.7329,1.3646,100.0,True,1000
L_STG,alpha1,band_power,WS->TS,WS → TS,61,-1.2851,-1.2968,0.1777,-1.7006,-1.0009,100.0,True,1000
L_STG,alpha1,band_power,TS->ESS1,TS → ESS1,61,-1.7876,-1.8037,0.1806,-2.1914,-1.4915,100.0,True,1000
L_STG,alpha1,band_power,ESS1->LSS1,ESS1 → LSS1,61,0.0629,0.0727,0.1416,-0.1831,0.3802,67.7,False,1000
L_STG,alpha1,band_power,WS->ESS1,WS → ESS1,61,-2.4229,-2.4546,0.2862,-3.0751,-2.0151,100.0,True,1000
L_STG,alpha1,band_power,WS->LSS1,WS → LSS1,61,-2.2713,-2.2935,0.2505,-2.9124,-1.8946,100.0,True,1000
L_STG,alpha1,peak_height,WS->TS,WS → TS,61,-0.6454,-0.641,0.121,-0.8913,-0.4148,100.0,True,1000
L_STG,alpha1,peak_height,TS->ESS1,TS → ESS1,61,-1.9415,-1.956,0.1926,-2.3792,-1.63,100.0,True,1000
L_STG,alpha1,peak_height,ESS1->LSS1,ESS1 → LSS1,61,-0.6894,-0.6876,0.1043,-0.8852,-0.4912,100.0,True,1000
L_STG,alpha1,peak_height,WS->ESS1,WS → ESS1,61,-2.4065,-2.4353,0.2778,-3.0621,-1.9947,100.0,True,1000
L_STG,alpha1,peak_height,WS->LSS1,WS → LSS1,61,-2.5918,-2.6255,0.2624,-3.2251,-2.2042,100.0,True,1000
L_STG,alpha2,band_power,WS->TS,WS → TS,61,-0.7535,-0.7704,0.1508,-1.1064,-0.512,100.0,True,1000
L_STG,alpha2,band_power,TS->ESS1,TS → ESS1,61,-1.8024,-1.8214,0.2124,-2.2931,-1.4707,100.0,True,1000
L_STG,alpha2,band_power,ESS1->LSS1,ESS1 → LSS1,61,-0.2057,-0.1975,0.1341,-0.477,0.0517,93.0,True,1000
L_STG,alpha2,band_power,WS->ESS1,WS → ESS1,61,-1.9397,-1.9644,0.193,-2.3887,-1.6394,100.0,True,1000
L_STG,alpha2,band_power,WS->LSS1,WS → LSS1,61,-2.2229,-2.2481,0.2046,-2.6933,-1.9114,100.0,True,1000
L_STG,alpha2,peak_height,WS->TS,WS → TS,61,-0.2801,-0.2834,0.1328,-0.5397,-0.028,98.5,True,1000
L_STG,alpha2,peak_height,TS->ESS1,TS → ESS1,61,-1.7443,-1.7588,0.1826,-2.1565,-1.453,100.0,True,1000
L_STG,alpha2,peak_height,ESS1->LSS1,ESS1 → LSS1,61,-0.6204,-0.6349,0.148,-0.945,-0.3617,100.0,True,1000
L_STG,alpha2,peak_height,WS->ESS1,WS → ESS1,61,-1.7804,-1.7908,0.1933,-2.1885,-1.4643,100.0,True,1000
L_STG,alpha2,peak_height,WS->LSS1,WS → LSS1,61,-2.0066,-2.0137,0.1867,-2.4505,-1.7004,100.0,True,1000
L_STG,beta1,band_power,WS->TS,WS → TS,61,-0.9934,-1.0154,0.1617,-1.3904,-0.7534,100.0,True,1000
L_STG,beta1,band_power,TS->ESS1,TS → ESS1,61,-0.9861,-0.992,0.1433,-1.3073,-0.7512,100.0,True,1000
L_STG,beta1,band_power,ESS1->LSS1,ESS1 → LSS1,61,0.8122,0.8182,0.1354,0.5723,1.1119,100.0,True,1000
L_STG,beta1,band_power,WS->ESS1,WS → ESS1,61,-1.4658,-1.4824,0.1579,-1.843,-1.2238,100.0,True,1000
L_STG,beta1,band_power,WS->LSS1,WS → LSS1,61,-0.5147,-0.5112,0.1316,-0.7688,-0.2764,100.0,True,1000
L_STG,beta1,peak_height,WS->TS,WS → TS,61,-0.4107,-0.4118,0.1354,-0.6994,-0.1561,100.0,True,1000
L_STG,beta1,peak_height,TS->ESS1,TS → ESS1,61,-0.2736,-0.2704,0.1334,-0.5394,-0.0072,97.7,True,1000
L_STG,beta1,peak_height,ESS1->LSS1,ESS1 → LSS1,61,0.7161,0.7191,0.1089,0.5266,0.9611,100.0,True,1000
L_STG,beta1,peak_height,WS->ESS1,WS → ESS1,61,-0.5213,-0.5369,0.1515,-0.8888,-0.285,100.0,True,1000
L_STG,beta1,peak_height,WS->LSS1,WS → LSS1,61,0.1139,0.1157,0.1325,-0.1261,0.3837,80.6,False,1000
L_STG,beta2,band_power,WS->TS,WS → TS,61,-1.6666,-1.6896,0.1874,-2.1105,-1.3632,100.0,True,1000
L_STG,beta2,band_power,TS->ESS1,TS → ESS1,61,-1.4805,-1.5078,0.2132,-1.954,-1.1645,100.0,True,1000
L_STG,beta2,band_power,ESS1->LSS1,ESS1 → LSS1,61,-0.2942,-0.3001,0.1354,-0.5684,-0.0474,98.6,True,1000
L_STG,beta2,band_power,WS->ESS1,WS → ESS1,61,-2.1418,-2.1708,0.2897,-2.8816,-1.7334,100.0,True,1000
L_STG,beta2,band_power,WS->LSS1,WS → LSS1,61,-2.5744,-2.5993,0.2273,-3.1087,-2.2204,100.0,True,1000
L_STG,beta2,peak_height,WS->TS,WS → TS,61,-0.7487,-0.7666,0.1531,-1.1033,-0.5042,100.0,True,1000
L_STG,beta2,peak_height,TS->ESS1,TS → ESS1,61,-0.9155,-0.9501,0.2331,-1.4273,-0.6018,100.0,True,1000
L_STG,beta2,peak_height,ESS1->LSS1,ESS1 → LSS1,61,-0.1814,-0.1711,0.1325,-0.4358,0.0788,91.2,True,1000
L_STG,beta2,peak_height,WS->ESS1,WS → ESS1,61,-1.372,-1.393,0.1977,-1.8208,-1.0636,100.0,True,1000
L_STG,beta2,peak_height,WS->LSS1,WS → LSS1,61,-1.497,-1.5121,0.1605,-1.8724,-1.2315,100.0,True,1000
L_STG,beta3,band_power,WS->TS,WS → TS,61,-0.5949,-0.6102,0.1544,-0.9417,-0.3444,100.0,True,1000
L_STG,beta3,band_power,TS->ESS1,TS → ESS1,61,-0.9219,-0.9694,0.1801,-1.4004,-0.6896,100.0,True,1000
L_STG,beta3,band_power,ESS1->LSS1,ESS1 → LSS1,61,-0.6463,-0.6532,0.1381,-0.9319,-0.4096,100.0,True,1000
L_STG,beta3,band_power,WS->ESS1,WS → ESS1,61,-1.2566,-1.2584,0.1519,-1.621,-1.0015,100.0,True,1000
L_STG,beta3,band_power,WS->LSS1,WS → LSS1,61,-1.7597,-1.7932,0.2028,-2.275,-1.4694,100.0,True,1000
L_STG,beta3,peak_height,WS->TS,WS → TS,61,0.3149,0.3335,0.1594,0.0637,0.6709,98.9,True,1000
L_STG,beta3,peak_height,TS->ESS1,TS → ESS1,61,-0.0637,-0.0594,0.1401,-0.3366,0.2423,68.4,False,1000
L_STG,beta3,peak_height,ESS1->LSS1,ESS1 → LSS1,61,-0.5699,-0.5773,0.1422,-0.8796,-0.3178,100.0,True,1000
L_STG,beta3,peak_height,WS->ESS1,WS → ESS1,61,0.2627,0.2662,0.1491,0.0103,0.5758,98.3,True,1000
L_STG,beta3,peak_height,WS->LSS1,WS → LSS1,61,-0.092,-0.0896,0.1313,-0.3161,0.193,77.4,False,1000
Occipital,delta,band_power,WS->TS,WS → TS,61,-0.5782,-0.5819,0.1252,-0.8409,-0.3568,100.0,True,1000
Occipital,delta,band_power,TS->ESS1,TS → ESS1,61,0.3487,0.3559,0.1448,0.091,0.6497,99.5,True,1000
Occipital,delta,band_power,ESS1->LSS1,ESS1 → LSS1,61,0.9546,0.9764,0.1861,0.689,1.3917,100.0,True,1000
Occipital,delta,band_power,WS->ESS1,WS → ESS1,61,-0.3349,-0.3352,0.1244,-0.5801,-0.0919,99.5,True,1000
Occipital,delta,band_power,WS->LSS1,WS → LSS1,61,0.2957,0.311,0.1582,0.0314,0.6424,98.5,True,1000
Occipital,delta,peak_height,WS->TS,WS → TS,61,-0.124,-0.1299,0.1397,-0.4105,0.145,83.4,False,1000
Occipital,delta,peak_height,TS->ESS1,TS → ESS1,61,0.4735,0.479,0.1418,0.2187,0.7902,100.0,True,1000
Occipital,delta,peak_height,ESS1->LSS1,ESS1 → LSS1,61,-0.0394,-0.0291,0.1322,-0.2954,0.2244,58.1,False,1000
Occipital,delta,peak_height,WS->ESS1,WS → ESS1,61,0.2336,0.2369,0.1434,-0.028,0.5551,96.3,True,1000
Occipital,delta,peak_height,WS->LSS1,WS → LSS1,61,0.1751,0.1791,0.1415,-0.072,0.4746,91.9,True,1000
Occipital,theta,band_power,WS->TS,WS → TS,61,-0.2305,-0.2228,0.1267,-0.4661,0.0297,95.3,True,1000
Occipital,theta,band_power,TS->ESS1,TS → ESS1,61,0.2868,0.2948,0.1455,0.0451,0.5974,98.5,True,1000
Occipital,theta,band_power,ESS1->LSS1,ESS1 → LSS1,61,1.2014,1.2129,0.1525,0.9599,1.5522,100.0,True,1000
Occipital,theta,band_power,WS->ESS1,WS → ESS1,61,0.0428,0.054,0.1373,-0.1923,0.3375,62.9,False,1000
Occipital,theta,band_power,WS->LSS1,WS → LSS1,61,0.7609,0.7852,0.1612,0.5154,1.1106,100.0,True,1000
Occipital,theta,peak_height,WS->TS,WS → TS,61,0.0913,0.0845,0.131,-0.192,0.3164,74.7,False,1000
Occipital,theta,peak_height,TS->ESS1,TS → ESS1,61,0.2919,0.3055,0.1613,0.0378,0.6704,99.1,True,1000
Occipital,theta,peak_height,ESS1->LSS1,ESS1 → LSS1,61,-0.0075,-0.0158,0.1389,-0.3273,0.2286,52.8,False,1000
Occipital,theta,peak_height,WS->ESS1,WS → ESS1,61,0.3777,0.3784,0.1361,0.133,0.6636,99.7,True,1000
Occipital,theta,peak_height,WS->LSS1,WS → LSS1,61,0.3807,0.3871,0.1441,0.1186,0.6784,99.8,True,1000
Occipital,alpha1,band_power,WS->TS,WS → TS,61,-1.2326,-1.2508,0.1736,-1.6373,-0.9731,100.0,True,1000
Occipital,alpha1,band_power,TS->ESS1,TS → ESS1,61,-1.7312,-1.7543,0.1734,-2.1518,-1.4633,100.0,True,1000
Occipital,alpha1,band_power,ESS1->LSS1,ESS1 → LSS1,61,-0.0586,-0.0567,0.1377,-0.3219,0.2316,68.4,False,1000
Occipital,alpha1,band_power,WS->ESS1,WS → ESS1,61,-2.4653,-2.4829,0.2423,-3.0373,-2.084,100.0,True,1000
Occipital,alpha1,band_power,WS->LSS1,WS → LSS1,61,-2.337,-2.3655,0.2722,-2.9383,-1.9389,100.0,True,1000
Occipital,alpha1,peak_height,WS->TS,WS → TS,61,-0.5986,-0.6046,0.1537,-0.944,-0.3329,100.0,True,1000
Occipital,alpha1,peak_height,TS->ESS1,TS → ESS1,61,-1.8865,-1.9066,0.1933,-2.3329,-1.5783,100.0,True,1000
Occipital,alpha1,peak_height,ESS1->LSS1,ESS1 → LSS1,61,-0.4841,-0.4951,0.1148,-0.7081,-0.264,100.0,True,1000
Occipital,alpha1,peak_height,WS->ESS1,WS → ESS1,61,-2.1484,-2.1868,0.2535,-2.7574,-1.7926,100.0,True,1000
Occipital,alpha1,peak_height,WS->LSS1,WS → LSS1,61,-2.3967,-2.4138,0.2757,-3.0372,-1.9776,100.0,True,1000
Occipital,alpha2,band_power,WS->TS,WS → TS,61,-0.8173,-0.8448,0.1537,-1.1676,-0.5842,100.0,True,1000
Occipital,alpha2,band_power,TS->ESS1,TS → ESS1,61,-1.4952,-1.5108,0.1441,-1.8223,-1.2706,100.0,True,1000
Occipital,alpha2,band_power,ESS1->LSS1,ESS1 → LSS1,61,0.0683,0.0704,0.1337,-0.19,0.3328,70.0,False,1000
Occipital,alpha2,band_power,WS->ESS1,WS → ESS1,61,-1.8347,-1.8629,0.1868,-2.2679,-1.5487,100.0,True,1000
Occipital,alpha2,band_power,WS->LSS1,WS → LSS1,61,-1.7288,-1.7507,0.1876,-2.1657,-1.448,100.0,True,1000
Occipital,alpha2,peak_height,WS->TS,WS → TS,61,-0.4513,-0.4522,0.1299,-0.7456,-0.2264,100.0,True,1000
Occipital,alpha2,peak_height,TS->ESS1,TS → ESS1,61,-1.3119,-1.327,0.1281,-1.6214,-1.1174,100.0,True,1000
Occipital,alpha2,peak_height,ESS1->LSS1,ESS1 → LSS1,61,-0.0435,-0.0634,0.149,-0.3739,0.1885,65.4,False,1000
Occipital,alpha2,peak_height,WS->ESS1,WS → ESS1,61,-1.4324,-1.4368,0.1261,-1.7239,-1.2204,100.0,True,1000
Occipital,alpha2,peak_height,WS->LSS1,WS → LSS1,61,-1.3583,-1.3626,0.1352,-1.673,-1.1356,100.0,True,1000
Occipital,beta1,band_power,WS->TS,WS → TS,61,-1.0041,-1.0154,0.1223,-1.2787,-0.8027,100.0,True,1000
Occipital,beta1,band_power,TS->ESS1,TS → ESS1,61,-0.5476,-0.5579,0.1483,-0.8515,-0.2895,100.0,True,1000
Occipital,beta1,band_power,ESS1->LSS1,ESS1 → LSS1,61,0.2635,0.2651,0.1309,0.0129,0.5086,97.7,True,1000
Occipital,beta1,band_power,WS->ESS1,WS → ESS1,61,-1.0914,-1.0991,0.1415,-1.4056,-0.8475,100.0,True,1000
Occipital,beta1,band_power,WS->LSS1,WS → LSS1,61,-0.8273,-0.8546,0.1901,-1.2893,-0.555,100.0,True,1000
Occipital,beta1,peak_height,WS->TS,WS → TS,61,-0.6018,-0.6099,0.1047,-0.8305,-0.4161,100.0,True,1000
Occipital,beta1,peak_height,TS->ESS1,TS → ESS1,61,0.2538,0.2646,0.1403,0.0111,0.556,98.0,True,1000
Occipital,beta1,peak_height,ESS1->LSS1,ESS1 → LSS1,61,0.3492,0.3566,0.1216,0.1342,0.5953,99.6,True,1000
Occipital,beta1,peak_height,WS->ESS1,WS → ESS1,61,-0.3358,-0.3302,0.1231,-0.5598,-0.0957,99.5,True,1000
Occipital,beta1,peak_height,WS->LSS1,WS → LSS1,61,-0.0385,-0.0417,0.1349,-0.2947,0.2328,63.4,False,1000
Occipital,beta2,band_power,WS->TS,WS → TS,61,-1.0135,-1.0465,0.1831,-1.4792,-0.7585,100.0,True,1000
Occipital,beta2,band_power,TS->ESS1,TS → ESS1,61,-1.0786,-1.11,0.2326,-1.6629,-0.7626,100.0,True,1000
Occipital,beta2,band_power,ESS1->LSS1,ESS1 → LSS1,61,-0.3802,-0.3856,0.1441,-0.6908,-0.1174,99.9,True,1000
Occipital,beta2,band_power,WS->ESS1,WS → ESS1,61,-1.4974,-1.518,0.2111,-1.9726,-1.1827,100.0,True,1000
Occipital,beta2,band_power,WS->LSS1,WS → LSS1,61,-1.8561,-1.8805,0.2103,-2.3447,-1.5547,100.0,True,1000
Occipital,beta2,peak_height,WS->TS,WS → TS,61,-0.3854,-0.3874,0.1192,-0.6324,-0.1588,99.9,True,1000
Occipital,beta2,peak_height,TS->ESS1,TS → ESS1,61,-0.5244,-0.549,0.1719,-0.8914,-0.2635,100.0,True,1000
Occipital,beta2,peak_height,ESS1->LSS1,ESS1 → LSS1,61,-0.0478,-0.0454,0.1399,-0.3411,0.2265,63.4,False,1000
Occipital,beta2,peak_height,WS->ESS1,WS → ESS1,61,-0.7752,-0.7808,0.1326,-1.0585,-0.5444,100.0,True,1000
Occipital,beta2,peak_height,WS->LSS1,WS → LSS1,61,-0.7357,-0.7435,0.1207,-1.0089,-0.5202,100.0,True,1000
Occipital,beta3,band_power,WS->TS,WS → TS,61,-0.4987,-0.5147,0.1608,-0.8591,-0.2358,100.0,True,1000
Occipital,beta3,band_power,TS->ESS1,TS → ESS1,61,-0.6388,-0.6549,0.1267,-0.9236,-0.4357,100.0,True,1000
Occipital,beta3,band_power,ESS1->LSS1,ESS1 → LSS1,61,-0.6225,-0.632,0.1318,-0.9079,-0.3981,100.0,True,1000
Occipital,beta3,band_power,WS->ESS1,WS → ESS1,61,-0.9118,-0.9515,0.188,-1.3983,-0.6549,100.0,True,1000
Occipital,beta3,band_power,WS->LSS1,WS → LSS1,61,-1.3299,-1.353,0.1966,-1.8313,-1.0596,100.0,True,1000
Occipital,beta3,peak_height,WS->TS,WS → TS,61,0.3014,0.3016,0.1117,0.0687,0.5161,99.4,True,1000
Occipital,beta3,peak_height,TS->ESS1,TS → ESS1,61,0.3808,0.3855,0.1448,0.1184,0.6911,100.0,True,1000
Occipital,beta3,peak_height,ESS1->LSS1,ESS1 → LSS1,61,-0.2454,-0.2585,0.153,-0.59,0.0124,96.6,True,1000
Occipital,beta3,peak_height,WS->ESS1,WS → ESS1,61,0.6108,0.6295,0.1809,0.3279,1.0389,100.0,True,1000
Occipital,beta3,peak_height,WS->LSS1,WS → LSS1,61,0.3596,0.3663,0.1523,0.1033,0.6761,99.8,True,1000
R_DLPFC,delta,band_power,WS->TS,WS → TS,61,-0.3886,-0.4044,0.1339,-0.6595,-0.1699,99.9,True,1000
R_DLPFC,delta,band_power,TS->ESS1,TS → ESS1,61,0.6001,0.6097,0.1604,0.328,0.9705,100.0,True,1000
R_DLPFC,delta,band_power,ESS1->LSS1,ESS1 → LSS1,61,1.5777,1.5872,0.1875,1.2851,1.9924,100.0,True,1000
R_DLPFC,delta,band_power,WS->ESS1,WS → ESS1,61,0.072,0.0894,0.1489,-0.17,0.435,72.8,False,1000
R_DLPFC,delta,band_power,WS->LSS1,WS → LSS1,61,1.16,1.1999,0.2459,0.8203,1.8039,100.0,True,1000
R_DLPFC,delta,peak_height,WS->TS,WS → TS,61,0.131,0.1403,0.1397,-0.1132,0.4411,85.0,False,1000
R_DLPFC,delta,peak_height,TS->ESS1,TS → ESS1,61,1.0642,1.0697,0.1841,0.7706,1.4789,100.0,True,1000
R_DLPFC,delta,peak_height,ESS1->LSS1,ESS1 → LSS1,61,0.5996,0.6071,0.1183,0.3827,0.8372,100.0,True,1000
R_DLPFC,delta,peak_height,WS->ESS1,WS → ESS1,61,0.8491,0.8613,0.1806,0.5686,1.2614,100.0,True,1000
R_DLPFC,delta,peak_height,WS->LSS1,WS → LSS1,61,1.2714,1.3252,0.2907,0.9017,1.984,100.0,True,1000
R_DLPFC,theta,band_power,WS->TS,WS → TS,61,0.1945,0.192,0.1292,-0.0577,0.4588,93.1,True,1000
R_DLPFC,theta,band_power,TS->ESS1,TS → ESS1,61,0.6447,0.6484,0.1294,0.4154,0.9201,100.0,True,1000
R_DLPFC,theta,band_power,ESS1->LSS1,ESS1 → LSS1,61,1.4745,1.4969,0.1932,1.1879,1.9455,100.0,True,1000
R_DLPFC,theta,band_power,WS->ESS1,WS → ESS1,61,0.5736,0.577,0.1276,0.35,0.8561,100.0,True,1000
R_DLPFC,theta,band_power,WS->LSS1,WS → LSS1,61,1.5803,1.6067,0.1586,1.3357,1.9623,100.0,True,1000
R_DLPFC,theta,peak_height,WS->TS,WS → TS,61,0.3392,0.3457,0.1488,0.0783,0.6515,99.7,True,1000
R_DLPFC,theta,peak_height,TS->ESS1,TS → ESS1,61,0.4475,0.4565,0.1614,0.191,0.8142,100.0,True,1000
R_DLPFC,theta,peak_height,ESS1->LSS1,ESS1 → LSS1,61,0.6437,0.6403,0.1329,0.4101,0.9425,100.0,True,1000
R_DLPFC,theta,peak_height,WS->ESS1,WS → ESS1,61,0.6354,0.6471,0.1592,0.369,0.9843,100.0,True,1000
R_DLPFC,theta,peak_height,WS->LSS1,WS → LSS1,61,1.0844,1.112,0.1692,0.8356,1.483,100.0,True,1000
R_DLPFC,alpha1,band_power,WS->TS,WS → TS,61,-1.3901,-1.4068,0.1642,-1.7563,-1.124,100.0,True,1000
R_DLPFC,alpha1,band_power,TS->ESS1,TS → ESS1,61,-1.8147,-1.826,0.1594,-2.1742,-1.549,100.0,True,1000
R_DLPFC,alpha1,band_power,ESS1->LSS1,ESS1 → LSS1,61,0.3682,0.3844,0.1596,0.1211,0.748,99.6,True,1000
R_DLPFC,alpha1,band_power,WS->ESS1,WS → ESS1,61,-2.4895,-2.5195,0.31,-3.2555,-2.0498,100.0,True,1000
R_DLPFC,alpha1,band_power,WS->LSS1,WS → LSS1,61,-2.2278,-2.2479,0.2671,-2.8919,-1.8237,100.0,True,1000
R_DLPFC,alpha1,peak_height,WS->TS,WS → TS,61,-0.8668,-0.8755,0.1278,-1.1518,-0.6533,100.0,True,1000
R_DLPFC,alpha1,peak_height,TS->ESS1,TS → ESS1,61,-2.1873,-2.2246,0.2496,-2.7718,-1.8363,100.0,True,1000
R_DLPFC,alpha1,peak_height,ESS1->LSS1,ESS1 → LSS1,61,-0.5761,-0.5823,0.1194,-0.844,-0.3617,100.0,True,1000
R_DLPFC,alpha1,peak_height,WS->ESS1,WS → ESS1,61,-2.5744,-2.5871,0.3296,-3.3038,-2.1024,100.0,True,1000
R_DLPFC,alpha1,peak_height,WS->LSS1,WS → LSS1,61,-2.834,-2.8905,0.3449,-3.6583,-2.3803,100.0,True,1000
R_DLPFC,alpha2,band_power,WS->TS,WS → TS,61,-0.9058,-0.9215,0.1556,-1.2592,-0.6573,100.0,True,1000
R_DLPFC,alpha2,band_power,TS->ESS1,TS → ESS1,61,-2.0525,-2.0739,0.1946,-2.5119,-1.7481,100.0,True,1000
R_DLPFC,alpha2,band_power,ESS1->LSS1,ESS1 → LSS1,61,0.227,0.2337,0.1461,-0.0332,0.5416,96.0,True,1000
R_DLPFC,alpha2,band_power,WS->ESS1,WS → ESS1,61,-2.3403,-2.3556,0.2063,-2.809,-2.0085,100.0,True,1000
R_DLPFC,alpha2,band_power,WS->LSS1,WS → LSS1,61,-2.306,-2.3314,0.2166,-2.8006,-1.977,100.0,True,1000
R_DLPFC,alpha2,peak_height,WS->TS,WS → TS,61,-0.4307,-0.4377,0.1337,-0.7123,-0.1812,99.9,True,1000
R_DLPFC,alpha2,peak_height,TS->ESS1,TS → ESS1,61,-1.978,-1.9986,0.1727,-2.3711,-1.7089,100.0,True,1000
R_DLPFC,alpha2,peak_height,ESS1->LSS1,ESS1 → LSS1,61,-0.3934,-0.4093,0.1643,-0.7745,-0.1276,99.9,True,1000
R_DLPFC,alpha2,peak_height,WS->ESS1,WS → ESS1,61,-2.1793,-2.1994,0.1945,-2.6374,-1.8687,100.0,True,1000
R_DLPFC,alpha2,peak_height,WS->LSS1,WS → LSS1,61,-2.2338,-2.2673,0.233,-2.7776,-1.8909,100.0,True,1000
R_DLPFC,beta1,band_power,WS->TS,WS → TS,61,-1.0841,-1.1054,0.1851,-1.5099,-0.7963,100.0,True,1000
R_DLPFC,beta1,band_power,TS->ESS1,TS → ESS1,61,-0.721,-0.7251,0.1461,-1.0202,-0.4611,100.0,True,1000
R_DLPFC,beta1,band_power,ESS1->LSS1,ESS1 → LSS1,61,0.7316,0.7456,0.1565,0.473,1.0676,100.0,True,1000
R_DLPFC,beta1,band_power,WS->ESS1,WS → ESS1,61,-1.2676,-1.2636,0.1407,-1.547,-1.0179,100.0,True,1000
R_DLPFC,beta1,band_power,WS->LSS1,WS → LSS1,61,-0.5041,-0.5087,0.1528,-0.828,-0.2338,100.0,True,1000
R_DLPFC,beta1,peak_height,WS->TS,WS → TS,61,-0.5092,-0.5112,0.1372,-0.8073,-0.2631,100.0,True,1000
R_DLPFC,beta1,peak_height,TS->ESS1,TS → ESS1,61,-0.2543,-0.2525,0.1205,-0.4855,-0.0142,98.1,True,1000
R_DLPFC,beta1,peak_height,ESS1->LSS1,ESS1 → LSS1,61,0.5095,0.5117,0.1105,0.2982,0.7472,100.0,True,1000
R_DLPFC,beta1,peak_height,WS->ESS1,WS → ESS1,61,-0.566,-0.5724,0.1212,-0.8191,-0.3462,100.0,True,1000
R_DLPFC,beta1,peak_height,WS->LSS1,WS → LSS1,61,-0.1098,-0.1102,0.1347,-0.3815,0.1435,79.4,False,1000
