roi,band,contrast,contrast_label,classification,power_dz,power_p,peak_dz,peak_p,exp_dz,r_exp_blp,r_exp_oph,decoupling_index
VmPFC,alpha1,TS->ESS1,TS → ESS1,VALID_OSCILLATORY,-1.8476345706677224,3.5720730843294984e-21,-2.0712614173740898,1.4975859455885422e-23,1.0523188818133302,0.16132552590696242,-0.01425256646493221,0.14707295944203022
VmPFC,alpha1,ESS1->LSS1,ESS1 → LSS1,FALSE_NEGATIVE,0.0728843442409787,0.5713149035962383,-0.6505141165294209,3.933629329492223e-06,1.5666384127309405,0.23857353745257984,0.009337491142012398,0.22923604631056743
VmPFC,alpha1,WS->ESS1,WS → ESS1,VALID_OSCILLATORY,-2.6220793245122684,9.180626355091879e-29,-2.736531118706821,9.586938566752465e-30,0.9741279749718662,0.07074429088797352,-0.11540452125676715,-0.04466023036879363
VmPFC,alpha1,WS->LSS1,WS → LSS1,VALID_OSCILLATORY,-2.544097007050885,4.468063453431675e-28,-2.9644197865611743,1.3160221639498622e-31,2.1505139969107065,0.06374262106856121,-0.2984357409306421,-0.2346931198620809
FC_midline,alpha2,WS->TS,WS → TS,NO_CLEAR_PATTERN,-0.7822698101717704,8.050701725867702e-08,-0.2696224205538653,0.0394133665740081,0.3755769724255996,-0.10951523901555421,-0.052621669801418094,0.05689356921413612
FC_midline,alpha2,TS->ESS1,TS → ESS1,VALID_OSCILLATORY,-2.17779713909595,1.2552022057361915e-24,-2.088610514738915,9.946231744791004e-24,1.3023877204143526,-0.28023522043183335,-0.25163063536000463,0.028604585071828725
FC_midline,alpha2,ESS1->LSS1,ESS1 → LSS1,FALSE_NEGATIVE,-0.1791366218394688,0.1669309588575545,-0.6022316355006272,1.545376883654778e-05,1.5564883745685505,-0.21021565271721673,-0.34469809209696467,-0.13448243937974794
FC_midline,alpha2,WS->ESS1,WS → ESS1,VALID_OSCILLATORY,-2.3565509488254,2.33691385797009e-26,-2.149933123913644,2.381997995776242e-24,1.191098305119927,-0.46281295434213293,-0.4676906723259535,-0.004877717983820584
FC_midline,alpha2,WS->LSS1,WS → LSS1,VALID_OSCILLATORY,-2.4702972123768525,2.065559440726578e-27,-2.229294575116573,3.8964486277711736e-25,2.380563888513463,-0.13830761820755486,-0.2991257178820936,-0.16081809967453872
IPG,alpha2,WS->TS,WS → TS,NO_CLEAR_PATTERN,-0.7948348926148384,5.5092290806098824e-08,-0.2703628686600684,0.0388942163968072,0.175455908725688,-0.15977968765967518,-0.16285877237508273,-0.0030790847154075485
IPG,alpha2,TS->ESS1,TS → ESS1,VALID_OSCILLATORY,-1.9752736138382987,1.499675095569666e-22,-1.8059266378243852,1.0341525420370651e-20,1.0117873762923293,-0.0845889817149773,-0.1475208683565426,-0.06293188664156531
IPG,alpha2,ESS1->LSS1,ESS1 → LSS1,FALSE_NEGATIVE,0.0620509240786472,0.6297011289115982,-0.3928529019351234,0.0032291496049191,1.562582434693797,-0.17151733918438125,-0.28122306761121757,-0.10970572842683632
IPG,alpha2,WS->ESS1,WS → ESS1,VALID_OSCILLATORY,-2.0905358572645336,9.505883391015942e-24,-1.79234676210151,1.4660962508260878e-20,0.8432909199843239,-0.3300468598183254,-0.4050621419680419,-0.07501528214971653
IPG,alpha2,WS->LSS1,WS → LSS1,VALID_OSCILLATORY,-2.073751300700483,1.411971856988517e-23,-1.782382528582027,1.8957390680830606e-20,2.006695961116221,-0.08429584869723725,-0.2842702740693243,-0.19997442537208707
L_DLPFC,alpha2,WS->TS,WS → TS,VALID_OSCILLATORY,-0.8523888846236993,9.579589531358429e-09,-0.3840046885939728,0.0039369676352628,0.4074284628605572,0.03540289500002955,0.03523773048448765,0.00016516451554189626
L_DLPFC,alpha2,TS->ESS1,TS → ESS1,VALID_OSCILLATORY,-2.0535742405726145,2.278048678113894e-23,-1.780713285686078,1.9792911056685205e-20,1.1452174216737971,-0.05737929052615422,-0.16308109251154107,-0.10570180198538685
L_DLPFC,alpha2,ESS1->LSS1,ESS1 → LSS1,FALSE_NEGATIVE,-7.899891371603552e-05,0.9995097511383726,-0.3238132674829166,0.0140833131677149,1.475943922083816,-0.14101485783437445,-0.18200582267751936,-0.040990964843144906
L_DLPFC,alpha2,WS->ESS1,WS → ESS1,VALID_OSCILLATORY,-2.1152675098704163,5.3260151812403284e-24,-1.9049616121450887,8.469344159431604e-22,1.2282538706982369,-0.3838959640179793,-0.42877791449276753,-0.04488195047478821
