roi,method,band,contrast,n,dz,p,stars,mean_delta
R_DLPFC,Residual,beta2,WS->ESS1,61,-1.0734967592678137,1.086066691348121e-11,***,-0.20523518424879772
R_DLPFC,Residual,beta2,WS->LSS1,61,-1.1437592717434268,1.2796002769876426e-12,***,-0.21844140314608163
R_DLPFC,Residual,beta3,WS->TS,61,0.10639956909084428,0.40926436423999524,ns,0.015096177798235015
R_DLPFC,Residual,beta3,TS->ESS1,61,0.35092084850993255,0.008063205826389372,**,0.04126025670390757
R_DLPFC,Residual,beta3,ESS1->LSS1,61,-0.5101584589945051,0.0001856787977647798,***,-0.04531070838409625
R_DLPFC,Residual,beta3,WS->ESS1,61,0.4088421202875128,0.002242162269260896,**,0.056356434502142595
R_DLPFC,Residual,beta3,WS->LSS1,61,0.06353811580543321,0.621532195861981,ns,0.011045726118046346
R_DLPFC,IRASA,delta,WS->TS,61,-0.15283577305816937,0.23729934350650522,ns,-0.06766456204484209
R_DLPFC,IRASA,delta,TS->ESS1,61,0.27872279961928,0.03343381713311669,*,0.11144493884286005
R_DLPFC,IRASA,delta,ESS1->LSS1,61,0.9559304228832038,4.0019514008235827e-10,***,0.4116563790056224
R_DLPFC,IRASA,delta,WS->ESS1,61,0.09425645417421938,0.46449789891254656,ns,0.04378037679801795
R_DLPFC,IRASA,delta,WS->LSS1,61,1.0000147461442384,1.0325666061042441e-10,***,0.45543675580364035
R_DLPFC,IRASA,theta,WS->TS,61,0.10868547600719287,0.39933291143595173,ns,0.03100950390073782
R_DLPFC,IRASA,theta,TS->ESS1,61,0.20714698043062615,0.11093636082804728,ns,0.052274059314628155
R_DLPFC,IRASA,theta,ESS1->LSS1,61,0.8679104431285966,5.961098915007118e-09,***,0.33205404360219964
R_DLPFC,IRASA,theta,WS->ESS1,61,0.231776268085302,0.07526836508599441,ns,0.083283563215366
R_DLPFC,IRASA,theta,WS->LSS1,61,0.9229357731624532,1.1030544554959028e-09,***,0.4153376068175657
R_DLPFC,IRASA,alpha1,WS->TS,61,-0.9549437319157583,4.1251818762719606e-10,***,-0.31404880132094926
R_DLPFC,IRASA,alpha1,TS->ESS1,61,-1.4373241973405277,2.239191525941717e-16,***,-0.5714978120414373
R_DLPFC,IRASA,alpha1,ESS1->LSS1,61,0.02747655180193965,0.8308078881243679,ns,0.007840555085364609
R_DLPFC,IRASA,alpha1,WS->ESS1,61,-1.9586860570625457,2.248606263116664e-22,***,-0.8855466133623868
R_DLPFC,IRASA,alpha1,WS->LSS1,61,-1.9990690314784079,8.417743649551953e-23,***,-0.8777060582770221
R_DLPFC,IRASA,alpha2,WS->TS,61,-0.4777274685342275,0.00042531098402881647,***,-0.17926672325776374
R_DLPFC,IRASA,alpha2,TS->ESS1,61,-1.4000520204700295,6.509046189122511e-16,***,-0.5947023008375042
R_DLPFC,IRASA,alpha2,ESS1->LSS1,61,0.11413230845078227,0.37627447882079534,ns,0.034943657739831206
R_DLPFC,IRASA,alpha2,WS->ESS1,61,-1.8510491006111907,3.276296414229893e-21,***,-0.7739690240952678
R_DLPFC,IRASA,alpha2,WS->LSS1,61,-1.8414835720661742,4.174830603234638e-21,***,-0.7390253663554366
R_DLPFC,IRASA,beta1,WS->TS,61,-0.746915015413455,2.3258831126167014e-07,***,-0.20013748549170277
R_DLPFC,IRASA,beta1,TS->ESS1,61,-0.392141446615076,0.0032813426022897164,**,-0.07224185197825779
R_DLPFC,IRASA,beta1,ESS1->LSS1,61,0.4749259667522853,0.00045628230004856755,***,0.10832365987541388
R_DLPFC,IRASA,beta1,WS->ESS1,61,-0.9565588992926505,3.925385146351252e-10,***,-0.2723793374699605
R_DLPFC,IRASA,beta1,WS->LSS1,61,-0.5045028036176514,0.00021496967286315367,***,-0.16405567759454673
R_DLPFC,IRASA,beta2,WS->TS,61,-0.8696736356656299,5.6480680217896725e-09,***,-0.18077670954174516
R_DLPFC,IRASA,beta2,TS->ESS1,61,-1.2454195765255394,6.030167973782004e-14,***,-0.22278134776742792
R_DLPFC,IRASA,beta2,ESS1->LSS1,61,-0.25141482395015335,0.054213983158711385,ns,-0.054133321254234916
R_DLPFC,IRASA,beta2,WS->ESS1,61,-1.6575740686153078,5.062466727870164e-19,***,-0.403558057309173
R_DLPFC,IRASA,beta2,WS->LSS1,61,-1.8126743876024831,8.699567269183983e-21,***,-0.45769137856340797
R_DLPFC,IRASA,beta3,WS->TS,61,-0.3419224669690596,0.009732588097778048,**,-0.06407781709678269
R_DLPFC,IRASA,beta3,TS->ESS1,61,-0.6416428690693496,5.072160011451985e-06,***,-0.1067149052799482
R_DLPFC,IRASA,beta3,ESS1->LSS1,61,-0.5939699577250952,1.9452811546649004e-05,***,-0.12155284334480936
R_DLPFC,IRASA,beta3,WS->ESS1,61,-0.8599624432461216,7.600973807642315e-09,***,-0.1707927223767309
R_DLPFC,IRASA,beta3,WS->LSS1,61,-1.2033766122078136,2.119325499360618e-13,***,-0.2923455657215402
R_DLPFC,Hilbert,delta,WS->TS,61,-0.34487253564802106,0.009153343403071069,**,-0.08068637531563519
R_DLPFC,Hilbert,delta,TS->ESS1,61,0.6433229315846896,4.8342020434149014e-06,***,0.1218919232840156
R_DLPFC,Hilbert,delta,ESS1->LSS1,61,1.6046848379480643,2.1128223059787727e-18,***,0.41054487755668956
R_DLPFC,Hilbert,delta,WS->ESS1,61,0.14747605380922124,0.25396207503226415,ns,0.041205547968380433
R_DLPFC,Hilbert,delta,WS->LSS1,61,1.2565321433945982,4.3329004023890217e-14,***,0.45175042552507
R_DLPFC,Hilbert,theta,WS->TS,61,0.22695757793514268,0.08137218024410578,ns,0.03204198207728198
R_DLPFC,Hilbert,theta,TS->ESS1,61,0.6049662733637462,1.4316372892117881e-05,***,0.11013825985667577
R_DLPFC,Hilbert,theta,ESS1->LSS1,61,1.4157423782911855,4.1485705592610366e-16,***,0.3496285671494779
R_DLPFC,Hilbert,theta,WS->ESS1,61,0.5513119553080942,6.250352099616646e-05,***,0.14218024193395776
R_DLPFC,Hilbert,theta,WS->LSS1,61,1.5330016856389241,1.5168207042727037e-17,***,0.49180880908343544
R_DLPFC,Hilbert,alpha1,WS->TS,61,-1.30874131925325,9.262330116070922e-15,***,-0.24218549808515072
R_DLPFC,Hilbert,alpha1,TS->ESS1,61,-1.7361509009586946,6.310243073267903e-20,***,-0.5139376501337843
R_DLPFC,Hilbert,alpha1,ESS1->LSS1,61,0.25909682481536966,0.04747093872141778,*,0.048258498401220026
R_DLPFC,Hilbert,alpha1,WS->ESS1,61,-2.3935190724951725,1.0526946759340872e-26,***,-0.7561231482189352
R_DLPFC,Hilbert,alpha1,WS->LSS1,61,-2.1753580469205693,1.3273158771443688e-24,***,-0.7078646498177149
R_DLPFC,Hilbert,alpha2,WS->TS,61,-0.8169100717253378,2.822234734558919e-08,***,-0.17186363787414435
R_DLPFC,Hilbert,alpha2,TS->ESS1,61,-1.9186510039532294,6.028329108076374e-22,***,-0.5270556635665546
R_DLPFC,Hilbert,alpha2,ESS1->LSS1,61,0.18781791916193263,0.14762414174249391,ns,0.027270762027883658
R_DLPFC,Hilbert,alpha2,WS->ESS1,61,-2.142093195817655,2.8552995888130676e-24,***,-0.6989193014406988
R_DLPFC,Hilbert,alpha2,WS->LSS1,61,-2.1338809071086096,3.453842773618181e-24,***,-0.6716485394128153
R_DLPFC,Hilbert,beta1,WS->TS,61,-0.9225882065011344,1.114892882443355e-09,***,-0.11170564451235329
R_DLPFC,Hilbert,beta1,TS->ESS1,61,-0.9055031683584183,1.883805513664562e-09,***,-0.09220532541204979
R_DLPFC,Hilbert,beta1,ESS1->LSS1,61,0.6868231163107185,1.3736976499034385e-06,***,0.10932583738023592
R_DLPFC,Hilbert,beta1,WS->ESS1,61,-1.3573894230611865,2.234801602650248e-15,***,-0.20391096992440308
R_DLPFC,Hilbert,beta1,WS->LSS1,61,-0.44962490253739285,0.0008523428684818615,***,-0.09458513254416713
R_DLPFC,Hilbert,beta2,WS->TS,61,-1.242255131662263,6.626202306432739e-14,***,-0.18857176355525285
R_DLPFC,Hilbert,beta2,TS->ESS1,61,-1.5297715291838068,1.6592634674070628e-17,***,-0.2111298862053733
R_DLPFC,Hilbert,beta2,ESS1->LSS1,61,-0.16828071350121834,0.19374283411110285,ns,-0.027803563412006786
R_DLPFC,Hilbert,beta2,WS->ESS1,61,-2.019813659518703,5.105482359764213e-23,***,-0.39970164976062605
R_DLPFC,Hilbert,beta2,WS->LSS1,61,-2.1873201083990335,1.0096366351919739e-24,***,-0.4275052131726329
R_DLPFC,Hilbert,beta3,WS->TS,61,-0.31367810584931627,0.017224377819205845,*,-0.04249972371927987
R_DLPFC,Hilbert,beta3,TS->ESS1,61,-0.6467784941967746,4.3786934333594455e-06,***,-0.07733692648292814
R_DLPFC,Hilbert,beta3,ESS1->LSS1,61,-0.7117058033255156,6.615591415215401e-07,***,-0.1098356803920072
R_DLPFC,Hilbert,beta3,WS->ESS1,61,-0.8311409313865258,1.8310003929077873e-08,***,-0.11983665020220798
R_DLPFC,Hilbert,beta3,WS->LSS1,61,-1.5286269299312716,1.7129179112670374e-17,***,-0.22967233059421518
VmPFC,Residual,delta,WS->TS,61,-0.022165770428239476,0.863139652869912,ns,-0.004124262852577972
VmPFC,Residual,delta,TS->ESS1,61,0.821369920559178,2.4646472720182944e-08,***,0.11530691292197717
VmPFC,Residual,delta,ESS1->LSS1,61,0.5283206572067449,0.00011539380628122241,***,0.08642208825392451
VmPFC,Residual,delta,WS->ESS1,61,0.545599775617517,7.286853502192133e-05,***,0.11118265006939919
VmPFC,Residual,delta,WS->LSS1,61,0.8784109533941377,4.322648079471016e-09,***,0.1976047383233237
VmPFC,Residual,theta,WS->TS,61,0.3243329775174071,0.013937175314449737,*,0.05183508063646999
VmPFC,Residual,theta,TS->ESS1,61,0.34109411953183294,0.00990115218551353,**,0.05651576112163141
VmPFC,Residual,theta,ESS1->LSS1,61,0.5846580935457477,2.5175282791573777e-05,***,0.0807559189991503
VmPFC,Residual,theta,WS->ESS1,61,0.5511148780374033,6.2836014786768e-05,***,0.10835084175810139
VmPFC,Residual,theta,WS->LSS1,61,0.974436686433148,2.2658708717486996e-10,***,0.18910676075725166
VmPFC,Residual,alpha1,WS->TS,61,-0.8884689748150885,3.1763221907076655e-09,***,-0.22468635277690174
VmPFC,Residual,alpha1,TS->ESS1,61,-2.071261417374089,1.497585945588576e-23,***,-0.6548583113976247
VmPFC,Residual,alpha1,ESS1->LSS1,61,-0.6505141165294208,3.933629329492223e-06,***,-0.11076837301154513
VmPFC,Residual,alpha1,WS->ESS1,61,-2.736531118706821,9.586938566752465e-30,***,-0.8795446641745264
VmPFC,Residual,alpha1,WS->LSS1,61,-2.9644197865611743,1.316022163949878e-31,***,-0.9903130371860717
VmPFC,Residual,alpha2,WS->TS,61,-0.34575990619624425,0.008985382416683823,**,-0.09001966553767839
VmPFC,Residual,alpha2,TS->ESS1,61,-1.9183987786534076,6.066131970932977e-22,***,-0.6156295196296412
VmPFC,Residual,alpha2,ESS1->LSS1,61,-0.3163694620340041,0.016334020727820923,*,-0.0563138316915886
VmPFC,Residual,alpha2,WS->ESS1,61,-1.9454689764810882,3.1097535798989727e-22,***,-0.7056491851673196
VmPFC,Residual,alpha2,WS->LSS1,61,-1.82798524832226,5.8842467483934465e-21,***,-0.761963016858908
VmPFC,Residual,beta1,WS->TS,61,-0.4603444275336754,0.0006555412205903966,***,-0.06769003227553913
VmPFC,Residual,beta1,TS->ESS1,61,-0.056404204704351896,0.6611357339965686,ns,-0.006423943564937049
VmPFC,Residual,beta1,ESS1->LSS1,61,0.42675653858911794,0.0014753811950172055,**,0.0563454621982298
VmPFC,Residual,beta1,WS->ESS1,61,-0.43544422384961107,0.001200016980630277,**,-0.07411397584047616
VmPFC,Residual,beta1,WS->LSS1,61,-0.09412074390836907,0.46513833175953445,ns,-0.017768513642246353
VmPFC,Residual,beta2,WS->TS,61,-0.6926713360338301,1.1577028392034831e-06,***,-0.10590964146138869
VmPFC,Residual,beta2,TS->ESS1,61,-0.5987240323425655,1.7042558185715714e-05,***,-0.08685978757007615
VmPFC,Residual,beta2,ESS1->LSS1,61,-0.2669119541652488,0.04136552530522244,*,-0.024152690547043398
VmPFC,Residual,beta2,WS->ESS1,61,-1.0907200163432147,6.419108747665845e-12,***,-0.19276942903146482
VmPFC,Residual,beta2,WS->LSS1,61,-1.136817748776908,1.5792889216759915e-12,***,-0.21692211957850818
VmPFC,Residual,beta3,WS->TS,61,0.009533999807432655,0.9408897527228096,ns,0.0013551156127418916
VmPFC,Residual,beta3,TS->ESS1,61,0.2391816591459615,0.06663789082061211,ns,0.020717489230525868
VmPFC,Residual,beta3,ESS1->LSS1,61,-0.5280267425850126,0.00011629275933683727,***,-0.04045610635594221
VmPFC,Residual,beta3,WS->ESS1,61,0.15189941901172702,0.2401518466848952,ns,0.022072604843267757
VmPFC,Residual,beta3,WS->LSS1,61,-0.10830823748690929,0.4009615617498949,ns,-0.018383501512674445
VmPFC,IRASA,delta,WS->TS,61,-0.10649720428652965,0.40883711730651473,ns,-0.04667973582085913
VmPFC,IRASA,delta,TS->ESS1,61,0.17705955388006314,0.17182697273920208,ns,0.07053648538691921
VmPFC,IRASA,delta,ESS1->LSS1,61,0.7359827031025109,3.2219306264816834e-07,***,0.32319418987542387
VmPFC,IRASA,delta,WS->ESS1,61,0.0571431854740084,0.6569853107025906,ns,0.0238567495660601
VmPFC,IRASA,delta,WS->LSS1,61,0.8035940447402855,4.226481895366615e-08,***,0.34705093944148396
VmPFC,IRASA,theta,WS->TS,61,0.04376130612386992,0.7337056321918624,ns,0.011020669688138267
VmPFC,IRASA,theta,TS->ESS1,61,0.09914937763365007,0.44174617523911963,ns,0.022632369539082806
VmPFC,IRASA,theta,ESS1->LSS1,61,0.7109507555972561,6.764615358945567e-07,***,0.24764265736248178
VmPFC,IRASA,theta,WS->ESS1,61,0.10688258379270485,0.40715337414453545,ns,0.03365303922722106
VmPFC,IRASA,theta,WS->LSS1,61,0.7759938672260412,9.726054505937308e-08,***,0.28129569658970277
VmPFC,IRASA,alpha1,WS->TS,61,-0.8660280254336638,6.314396579299371e-09,***,-0.3005661491060311
VmPFC,IRASA,alpha1,TS->ESS1,61,-1.5285865657342952,1.7148416913274154e-17,***,-0.5607842958387892
VmPFC,IRASA,alpha1,ESS1->LSS1,61,-0.17374403647419973,0.17986945545099162,ns,-0.04569591740906335
VmPFC,IRASA,alpha1,WS->ESS1,61,-2.038140183987379,3.2910649397334145e-23,***,-0.8613504449448205
VmPFC,IRASA,alpha1,WS->LSS1,61,-2.0882044353576323,1.0041714837847494e-23,***,-0.9070463623538837
VmPFC,IRASA,alpha2,WS->TS,61,-0.5143954343206685,0.00016629514865333742,***,-0.18950730131823804
VmPFC,IRASA,alpha2,TS->ESS1,61,-1.3878529269188498,9.249892087359297e-16,***,-0.551916612455812
VmPFC,IRASA,alpha2,ESS1->LSS1,61,0.005559715253696424,0.9655087196242348,ns,0.0014859703998828012
VmPFC,IRASA,alpha2,WS->ESS1,61,-1.6970160887225123,1.7693422814104905e-19,***,-0.7414239137740498
VmPFC,IRASA,alpha2,WS->LSS1,61,-1.725708359150321,8.298824694225116e-20,***,-0.7399379433741673
VmPFC,IRASA,beta1,WS->TS,61,-0.8475567276913232,1.1102059862154669e-08,***,-0.19395203876392567
VmPFC,IRASA,beta1,TS->ESS1,61,-0.42926991944363485,0.0013901206854308736,**,-0.07116084127275103
VmPFC,IRASA,beta1,ESS1->LSS1,61,0.2735399309490241,0.03673370944642673,*,0.052136820351190535
VmPFC,IRASA,beta1,WS->ESS1,61,-1.0906210850360543,6.438510098555413e-12,***,-0.2651128800366766
VmPFC,IRASA,beta1,WS->LSS1,61,-0.7941200800957845,5.629571572832733e-08,***,-0.21297605968548614
VmPFC,IRASA,beta2,WS->TS,61,-0.9093725814259941,1.6728666585632847e-09,***,-0.19591780066513909
VmPFC,IRASA,beta2,TS->ESS1,61,-1.2267181681858181,1.0534468914121661e-13,***,-0.200059189804763
VmPFC,IRASA,beta2,ESS1->LSS1,61,-0.49684594174036584,0.00026178469207778607,***,-0.10364605251241166
VmPFC,IRASA,beta2,WS->ESS1,61,-1.7065281139208883,1.3756245372141082e-19,***,-0.3959769904699021
VmPFC,IRASA,beta2,WS->LSS1,61,-1.9044493403867724,8.578021080825814e-22,***,-0.4996230429823138
VmPFC,IRASA,beta3,WS->TS,61,-0.4277086672514373,0.001442517146826548,**,-0.08605773048674407
VmPFC,IRASA,beta3,TS->ESS1,61,-0.9433041213251238,5.899433123990641e-10,***,-0.13518086773328142
VmPFC,IRASA,beta3,ESS1->LSS1,61,-0.6151347758658072,1.0761530963851868e-05,***,-0.14096674943016513
VmPFC,IRASA,beta3,WS->ESS1,61,-1.1369468907776872,1.5731153816379986e-12,***,-0.2212385982200255
VmPFC,IRASA,beta3,WS->LSS1,61,-1.43791910380099,2.2015572922195203e-16,***,-0.36220534765019063
VmPFC,Hilbert,delta,WS->TS,61,-0.3338137886521235,0.011501363263380325,*,-0.07046833956200067
VmPFC,Hilbert,delta,TS->ESS1,61,0.539822830639602,8.503802791187069e-05,***,0.09024039914692175
VmPFC,Hilbert,delta,ESS1->LSS1,61,1.4823534390972624,6.253485229229923e-17,***,0.33446828725570055
VmPFC,Hilbert,delta,WS->ESS1,61,0.08146936649932413,0.5270034262299781,ns,0.01977205958492109
VmPFC,Hilbert,delta,WS->LSS1,61,1.1714467523570824,5.539774297302955e-13,***,0.3542403468406218
VmPFC,Hilbert,theta,WS->TS,61,0.14934601086535587,0.24805619632562598,ns,0.020448716703060112
VmPFC,Hilbert,theta,TS->ESS1,61,0.4720437972291846,0.0004903907138874432,***,0.07138241687098888
VmPFC,Hilbert,theta,ESS1->LSS1,61,1.4274936449973423,2.9641164924598704e-16,***,0.27803219760856773
VmPFC,Hilbert,theta,WS->ESS1,61,0.42535202779047504,0.0015251531876160024,**,0.09183113357404901
VmPFC,Hilbert,theta,WS->LSS1,61,1.3564723601558446,2.2951710368816794e-15,***,0.36986333118261683
VmPFC,Hilbert,alpha1,WS->TS,61,-1.2972552017772563,1.2986664703491056e-14,***,-0.23459511326623347
VmPFC,Hilbert,alpha1,TS->ESS1,61,-1.8707762389360734,1.9919464538908787e-21,***,-0.4910946754394147
VmPFC,Hilbert,alpha1,ESS1->LSS1,61,-0.010247659948204464,0.9364743633370753,ns,-0.0017314632586461968
VmPFC,Hilbert,alpha1,WS->ESS1,61,-2.528737529809256,6.128072390501955e-28,***,-0.7256897887056482
VmPFC,Hilbert,alpha1,WS->LSS1,61,-2.3906127475262027,1.1204503976475857e-26,***,-0.7274212519642944
VmPFC,Hilbert,alpha2,WS->TS,61,-0.7815392989411633,8.229943211626982e-08,***,-0.1723564183415727
VmPFC,Hilbert,alpha2,TS->ESS1,61,-1.992076098316467,9.970360661459786e-23,***,-0.49439731440195417
VmPFC,Hilbert,alpha2,ESS1->LSS1,61,-0.059494264669533684,0.6438531701739407,ns,-0.008364908208806815
VmPFC,Hilbert,alpha2,WS->ESS1,61,-2.085842783816355,1.0615718916110933e-23,***,-0.6667537327435269
VmPFC,Hilbert,alpha2,WS->LSS1,61,-2.112834680563818,5.637243401843626e-24,***,-0.6751186409523336
VmPFC,Hilbert,beta1,WS->TS,61,-0.9423005824965449,6.084213460594271e-10,***,-0.10706645082444154
VmPFC,Hilbert,beta1,TS->ESS1,61,-1.0670509379268298,1.3226047786576405e-11,***,-0.09440258140954944
VmPFC,Hilbert,beta1,ESS1->LSS1,61,0.4158073429431862,0.001907756595670557,**,0.05576056343295832
VmPFC,Hilbert,beta1,WS->ESS1,61,-1.4748509584203757,7.726193719538423e-17,***,-0.20146903223399096
VmPFC,Hilbert,beta1,WS->LSS1,61,-0.7632994024927996,1.4243265812491824e-07,***,-0.14570846880103266
VmPFC,Hilbert,beta2,WS->TS,61,-1.344471764929947,3.2548302945735174e-15,***,-0.18657611539847285
VmPFC,Hilbert,beta2,TS->ESS1,61,-1.4785968180370037,6.951632612679116e-17,***,-0.20839057919371104
VmPFC,Hilbert,beta2,ESS1->LSS1,61,-0.4462044001437019,0.0009261670236320622,***,-0.07340458259467927
VmPFC,Hilbert,beta2,WS->ESS1,61,-1.9962131785928592,9.019856251300694e-23,***,-0.3949666945921838
VmPFC,Hilbert,beta2,WS->LSS1,61,-2.3772529715798747,1.4935606802510118e-26,***,-0.46837127718686306
VmPFC,Hilbert,beta3,WS->TS,61,-0.4041274694120927,0.0024989623176661095,**,-0.05656115662879849
VmPFC,Hilbert,beta3,TS->ESS1,61,-1.0405515349993855,2.9767422810199424e-11,***,-0.11571386465699572
VmPFC,Hilbert,beta3,ESS1->LSS1,61,-0.6815736977721303,1.6011075438277726e-06,***,-0.12028313837068155
VmPFC,Hilbert,beta3,WS->ESS1,61,-1.2105038806791077,1.7114449656147756e-13,***,-0.17227502128579422
VmPFC,Hilbert,beta3,WS->LSS1,61,-1.8575807932652024,2.777707302023376e-21,***,-0.2925581596564757
IPG,Residual,delta,WS->TS,61,-0.10174532345174785,0.4299455357148338,ns,-0.01790303875789828
IPG,Residual,delta,TS->ESS1,61,0.7947757908886836,5.519081556287296e-08,***,0.11589384254474391
IPG,Residual,delta,ESS1->LSS1,61,0.6356769624412396,6.013716626782574e-06,***,0.11248205125806429
IPG,Residual,delta,WS->ESS1,61,0.4648397256305924,0.0005866266678930059,***,0.09799080378684563
IPG,Residual,delta,WS->LSS1,61,0.8432206392867915,1.2672090296371375e-08,***,0.21047285504490992
IPG,Residual,theta,WS->TS,61,0.2307984840803332,0.0764749540162681,ns,0.04088175069214451
IPG,Residual,theta,TS->ESS1,61,0.46561427643829184,0.0005754733328316052,***,0.08163009072426645
IPG,Residual,theta,ESS1->LSS1,61,0.5651002456292958,4.303333734176163e-05,***,0.08163351573142501
IPG,Residual,theta,WS->ESS1,61,0.5942382158711055,1.9308369768767e-05,***,0.12251184141641096
IPG,Residual,theta,WS->LSS1,61,0.9411532353411386,6.302570095099921e-10,***,0.204145357147836
IPG,Residual,alpha1,WS->TS,61,-0.8550442126749469,8.833437793974177e-09,***,-0.20147994598615593
IPG,Residual,alpha1,TS->ESS1,61,-2.0566762705272215,2.1161276029817287e-23,***,-0.6511666992738485
IPG,Residual,alpha1,ESS1->LSS1,61,-0.6248335735559923,8.18322794173135e-06,***,-0.10999876037553077
IPG,Residual,alpha1,WS->ESS1,61,-2.6073995074953222,1.2332820925865287e-28,***,-0.8526466452600044
IPG,Residual,alpha1,WS->LSS1,61,-2.8373197979246507,1.3915174889444855e-30,***,-0.9626454056355354
IPG,Residual,alpha2,WS->TS,61,-0.2703628686600684,0.038894216396807284,*,-0.07071320016549396
IPG,Residual,alpha2,TS->ESS1,61,-1.8059266378243855,1.0341525420370652e-20,***,-0.5680334349988448
IPG,Residual,alpha2,ESS1->LSS1,61,-0.39285290193512346,0.0032291496049191362,**,-0.08183950972188778
IPG,Residual,alpha2,WS->ESS1,61,-1.7923467621015101,1.4660962508260878e-20,***,-0.6387466351643387
IPG,Residual,alpha2,WS->LSS1,61,-1.7823825285820272,1.8957390680830543e-20,***,-0.7205861448862266
IPG,Residual,beta1,WS->TS,61,-0.516438224929817,0.00015766147795258118,***,-0.07223898553468444
IPG,Residual,beta1,TS->ESS1,61,-0.2302329748676001,0.07718014488117339,ns,-0.024317336407034016
IPG,Residual,beta1,ESS1->LSS1,61,0.5022117035119406,0.0002280596679794921,***,0.08072614234488867
IPG,Residual,beta1,WS->ESS1,61,-0.5677528587871804,4.003336825568082e-05,***,-0.09655632194171847
IPG,Residual,beta1,WS->LSS1,61,-0.07248281867101355,0.5734310974037542,ns,-0.015830179596829766
IPG,Residual,beta2,WS->TS,61,-0.7385560352642941,2.984323975212902e-07,***,-0.10362621266872057
IPG,Residual,beta2,TS->ESS1,61,-0.6399503786046683,5.323490128318966e-06,***,-0.09344926652223151
IPG,Residual,beta2,ESS1->LSS1,61,-0.29969189204003616,0.02259133230365429,*,-0.02812168877278687
IPG,Residual,beta2,WS->ESS1,61,-1.2148799610466765,1.5011424633134709e-13,***,-0.19707547919095209
IPG,Residual,beta2,WS->LSS1,61,-1.2938617235988088,1.4352642077595742e-14,***,-0.22519716796373898
IPG,Residual,beta3,WS->TS,61,0.09759293800227503,0.4489116907022277,ns,0.011331123129221621
IPG,Residual,beta3,TS->ESS1,61,0.10450323713061233,0.4176165208941393,ns,0.010633935618581104
IPG,Residual,beta3,ESS1->LSS1,61,-0.44286455914581596,0.0010040806144261901,**,-0.03476423977877562
IPG,Residual,beta3,WS->ESS1,61,0.18064312475283598,0.16344763166668413,ns,0.021965058747802732
IPG,Residual,beta3,WS->LSS1,61,-0.08064894032026149,0.5311591280379216,ns,-0.012799181030972906
IPG,IRASA,delta,WS->TS,61,-0.17041825185410164,0.1882217988436498,ns,-0.0696899182495961
IPG,IRASA,delta,TS->ESS1,61,0.2185886364730644,0.09294943051667401,ns,0.08153304253470182
IPG,IRASA,delta,ESS1->LSS1,61,0.855084633191198,8.822538716816156e-09,***,0.3828343116754789
IPG,IRASA,delta,WS->ESS1,61,0.024151477736903525,0.8510201188295358,ns,0.01184312428510573
IPG,IRASA,delta,WS->LSS1,61,0.8566476197327785,8.41120694846765e-09,***,0.39467743596058463
IPG,IRASA,theta,WS->TS,61,-0.14141553763896292,0.273790035196853,ns,-0.04084230349386979
IPG,IRASA,theta,TS->ESS1,61,0.2657800784069028,0.042205262961219035,*,0.07109020970767993
IPG,IRASA,theta,ESS1->LSS1,61,0.7394525761241254,2.90568345780718e-07,***,0.3073884778050493
IPG,IRASA,theta,WS->ESS1,61,0.09326644821334688,0.46918139063089553,ns,0.030247906213810155
IPG,IRASA,theta,WS->LSS1,61,0.8036325544467046,4.2215550783683864e-08,***,0.33763638401885937
IPG,IRASA,alpha1,WS->TS,61,-1.0113982973498328,7.279611668959428e-11,***,-0.2743438291200088
IPG,IRASA,alpha1,TS->ESS1,61,-1.5015571823020326,3.6464731529124204e-17,***,-0.5638055150387008
IPG,IRASA,alpha1,ESS1->LSS1,61,-0.2054075775372088,0.11390279336306083,ns,-0.056223406985427125
IPG,IRASA,alpha1,WS->ESS1,61,-2.0062387222121965,7.079225316330904e-23,***,-0.8381493441587096
IPG,IRASA,alpha1,WS->LSS1,61,-2.0229091401928643,4.739700545475819e-23,***,-0.8943727511441366
IPG,IRASA,alpha2,WS->TS,61,-0.48370021833223575,0.00036586029116938745,***,-0.15606872156478288
IPG,IRASA,alpha2,TS->ESS1,61,-1.4500477331455834,1.5591903017812184e-16,***,-0.5607556004654278
IPG,IRASA,alpha2,ESS1->LSS1,61,-0.037115106874355146,0.7729088172112718,ns,-0.01116064739362931
IPG,IRASA,alpha2,WS->ESS1,61,-1.5644022256584211,6.3651888190423694e-18,***,-0.7168243220302108
IPG,IRASA,alpha2,WS->LSS1,61,-1.4951006064590193,4.370146793439456e-17,***,-0.72798496942384
IPG,IRASA,beta1,WS->TS,61,-0.6979375086603515,9.920714027243339e-07,***,-0.1926269254531715
IPG,IRASA,beta1,TS->ESS1,61,-0.3187012875739074,0.015596353054727084,*,-0.05805711305575835
IPG,IRASA,beta1,ESS1->LSS1,61,0.41551644179087155,0.0019207287379724646,**,0.09523850702720743
IPG,IRASA,beta1,WS->ESS1,61,-0.8810903941790955,3.982087242450653e-09,***,-0.2506840385089299
IPG,IRASA,beta1,WS->LSS1,61,-0.49369212307023697,0.00028379144973018276,***,-0.15544553148172247
IPG,IRASA,beta2,WS->TS,61,-0.9364687755733055,7.278394105468892e-10,***,-0.1921093552105933
IPG,IRASA,beta2,TS->ESS1,61,-1.144506088848778,1.2509721517599591e-12,***,-0.22888477575883986
