roi,method,band,contrast,n,dz,p,stars,mean_delta
FC_midline,Residual,beta2,WS->LSS1,61,-1.4191601977792996,3.7617425435139997e-16,***,-0.25650923216849403
FC_midline,Residual,beta3,WS->TS,61,0.14186609420557136,0.2722796360472568,ns,0.020747747724303087
FC_midline,Residual,beta3,TS->ESS1,61,-0.0009780515726904612,0.9939304993238236,ns,-0.00010737607812497154
FC_midline,Residual,beta3,ESS1->LSS1,61,-0.591581886421474,2.0785999955202146e-05,***,-0.0500628202113136
FC_midline,Residual,beta3,WS->ESS1,61,0.13662259044784497,0.2902210733692492,ns,0.02064037164617812
FC_midline,Residual,beta3,WS->LSS1,61,-0.16027136539183912,0.21551565157431601,ns,-0.029422448565135473
FC_midline,IRASA,delta,WS->TS,61,-0.03361358836926589,0.7938117858805028,ns,-0.01377160839314815
FC_midline,IRASA,delta,TS->ESS1,61,0.2732671698021038,0.03691499430688768,*,0.10974363361270612
FC_midline,IRASA,delta,ESS1->LSS1,61,0.8321774686739578,1.7741261928598273e-08,***,0.37021598695123586
FC_midline,IRASA,delta,WS->ESS1,61,0.21635666401079953,0.0962564094031069,ns,0.095972025219558
FC_midline,IRASA,delta,WS->LSS1,61,1.0160197717899333,6.316832736102678e-11,***,0.466188012170794
FC_midline,IRASA,theta,WS->TS,61,-0.1472196366751566,0.25477967521337735,ns,-0.038427574048319146
FC_midline,IRASA,theta,TS->ESS1,61,0.317406054061782,0.016002301640681952,*,0.08368146538325116
FC_midline,IRASA,theta,ESS1->LSS1,61,0.6694706552261248,2.276251157338341e-06,***,0.2730611541298298
FC_midline,IRASA,theta,WS->ESS1,61,0.1457390882971199,0.2595371889567226,ns,0.04525389133493204
FC_midline,IRASA,theta,WS->LSS1,61,0.7763955026790924,9.609177671745557e-08,***,0.3183150454647618
FC_midline,IRASA,alpha1,WS->TS,61,-0.7620361196973314,1.4793329834345288e-07,***,-0.2738403972175088
FC_midline,IRASA,alpha1,TS->ESS1,61,-1.7381661526996244,5.985896714104193e-20,***,-0.6516440536255241
FC_midline,IRASA,alpha1,ESS1->LSS1,61,-0.2262538900953747,0.08229709803448453,ns,-0.058582617990495536
FC_midline,IRASA,alpha1,WS->ESS1,61,-1.8404070517699094,4.2904581672488784e-21,***,-0.925484450843033
FC_midline,IRASA,alpha1,WS->LSS1,61,-1.8316951717876289,5.3538235830529765e-21,***,-0.9840670688335285
FC_midline,IRASA,alpha2,WS->TS,61,-0.5304876953583663,0.00010897004926660061,***,-0.19403797890089677
FC_midline,IRASA,alpha2,TS->ESS1,61,-1.474493397315038,7.804540517152603e-17,***,-0.6576808027046418
